Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NO,11-5,1,35.0%,1,37.3%,2,22.4%,2,20.8%,6,-11.4%,5,-13.2%,15,1.2%,11,3.3%
MIN,13-3,2,28.8%,2,32.3%,5,12.5%,6,11.7%,1,-17.2%,1,-21.9%,18,-0.9%,19,-1.4%
LAR,11-5,3,27.6%,4,27.2%,6,11.3%,5,11.8%,7,-9.5%,7,-7.8%,2,6.8%,3,7.6%
PIT,13-3,4,25.9%,5,24.9%,3,17.5%,3,18.6%,9,-5.4%,15,-0.4%,9,3.1%,4,5.9%
PHI,13-3,5,23.7%,6,23.4%,7,10.5%,8,8.5%,5,-12.2%,3,-15.6%,16,0.9%,18,-0.7%
NE,13-3,6,22.2%,3,30.2%,1,27.9%,1,27.9%,31,12.0%,23,5.9%,3,6.3%,2,8.2%
BAL,9-7,7,17.9%,7,21.4%,21,-4.7%,16,0.9%,4,-13.4%,6,-9.0%,1,9.2%,1,11.5%
JAX,10-6,8,13.8%,11,12.8%,15,0.4%,18,-0.2%,2,-16.0%,4,-13.6%,24,-2.5%,17,-0.6%
CAR,11-5,9,12.6%,9,13.4%,17,-0.1%,15,2.2%,8,-8.0%,9,-5.6%,6,4.7%,6,5.7%
KC,10-6,10,10.9%,16,2.0%,4,16.4%,7,10.5%,29,10.8%,32,14.2%,4,5.4%,5,5.7%
DAL,9-7,11,9.3%,10,13.0%,10,6.6%,12,5.6%,16,1.9%,10,-3.0%,7,4.6%,8,4.4%
DET,9-7,12,9.0%,13,4.3%,12,4.1%,11,5.7%,15,0.1%,21,5.1%,5,4.9%,10,3.7%
LAC,9-7,13,6.8%,8,15.2%,8,10.3%,4,12.6%,10,-3.9%,8,-7.4%,31,-7.5%,28,-4.8%
ATL,10-6,14,5.0%,12,4.9%,9,8.5%,10,6.1%,17,2.3%,14,-1.1%,19,-1.2%,22,-2.4%
SEA,9-7,15,2.3%,14,3.2%,14,2.2%,14,4.3%,13,-2.1%,12,-1.6%,20,-2.0%,23,-2.7%
WAS,7-9,16,-2.6%,20,-9.8%,20,-3.8%,23,-9.3%,12,-3.5%,13,-1.2%,22,-2.4%,20,-1.7%
GB,7-9,17,-4.6%,21,-10.3%,16,0.0%,20,-4.7%,24,5.8%,26,7.7%,14,1.3%,13,2.2%
TEN,9-7,18,-6.2%,19,-9.4%,18,-2.1%,21,-7.3%,23,5.7%,19,3.4%,13,1.6%,15,1.3%
ARI,8-8,19,-8.2%,17,-2.3%,29,-18.1%,31,-18.3%,3,-15.4%,2,-19.4%,28,-5.5%,24,-3.3%
OAK,6-10,20,-8.6%,18,-9.3%,13,3.6%,19,-2.2%,30,12.0%,22,5.3%,17,-0.2%,21,-1.9%
SF,6-10,21,-9.4%,15,2.0%,19,-3.0%,9,6.4%,26,9.2%,24,6.4%,11,2.7%,14,2.0%
BUF,9-7,22,-10.7%,27,-17.2%,26,-11.1%,28,-13.6%,18,2.5%,25,6.7%,10,2.9%,12,3.1%
TB,5-11,23,-12.4%,24,-14.1%,11,5.2%,13,4.8%,32,12.0%,31,11.9%,29,-5.5%,32,-7.0%
CIN,7-9,24,-14.3%,22,-11.7%,22,-7.0%,17,0.5%,21,5.0%,28,8.4%,21,-2.4%,25,-3.8%
CHI,5-11,25,-17.0%,23,-11.8%,28,-15.0%,25,-11.1%,14,-0.4%,16,0.4%,23,-2.4%,16,-0.3%
HOU,4-12,26,-18.0%,32,-31.5%,24,-10.1%,29,-14.9%,19,3.4%,30,11.0%,26,-4.5%,29,-5.6%
NYJ,5-11,27,-19.2%,25,-15.1%,25,-10.7%,22,-9.0%,22,5.6%,17,1.7%,25,-3.0%,27,-4.5%
MIA,6-10,28,-21.7%,28,-17.7%,27,-13.7%,27,-13.3%,28,10.7%,29,8.6%,12,2.6%,9,4.1%
DEN,5-11,29,-22.4%,31,-30.1%,31,-18.7%,32,-25.8%,11,-3.8%,11,-2.0%,30,-7.4%,31,-6.3%
IND,4-12,30,-23.9%,26,-15.2%,30,-18.3%,26,-12.1%,27,9.3%,27,7.9%,8,3.7%,7,4.8%
NYG,3-13,31,-24.5%,29,-21.7%,23,-9.4%,24,-10.5%,25,7.6%,20,4.8%,32,-7.5%,30,-6.3%
CLE,0-16,32,-28.7%,30,-21.9%,32,-20.2%,30,-15.5%,20,3.4%,18,2.5%,27,-5.1%,26,-3.9%
