Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NO,8-3,1,35.9%,2,38.6%,1,28.3%,1,29.6%,7,-9.8%,7,-11.4%,21,-2.2%,22,-2.4%
LAR,8-3,2,34.8%,1,38.8%,6,14.7%,3,17.3%,6,-12.4%,5,-12.9%,2,7.6%,2,8.6%
PHI,10-1,3,34.3%,3,38.5%,5,15.2%,5,16.1%,3,-16.5%,3,-20.5%,10,2.6%,11,1.8%
PIT,9-2,4,27.7%,5,27.9%,4,15.5%,6,15.3%,4,-12.6%,6,-12.4%,16,-0.3%,14,0.2%
MIN,9-2,5,27.3%,4,28.3%,3,16.1%,4,16.3%,5,-12.5%,4,-13.4%,20,-1.3%,18,-1.4%
BAL,6-5,6,18.5%,6,21.3%,26,-14.7%,28,-14.8%,1,-24.4%,1,-25.7%,1,8.8%,1,10.4%
NE,9-2,7,16.7%,7,21.3%,2,26.7%,2,27.2%,30,14.9%,28,11.7%,7,5.0%,7,5.8%
JAX,7-4,8,14.3%,8,11.9%,20,-3.4%,21,-5.8%,2,-22.3%,2,-22.0%,26,-4.6%,26,-4.3%
DET,6-5,9,10.9%,10,8.3%,14,1.9%,14,2.5%,15,-2.7%,18,0.7%,3,6.3%,3,6.5%
CAR,8-3,10,9.6%,9,10.2%,18,-2.2%,17,-1.7%,9,-6.3%,10,-5.4%,5,5.4%,3,6.5%
KC,6-5,11,9.4%,17,0.4%,8,13.0%,10,6.0%,24,8.9%,27,11.6%,6,5.3%,5,6.0%
SEA,7-4,12,6.5%,11,7.1%,16,1.4%,15,2.3%,10,-5.5%,11,-5.2%,15,-0.3%,16,-0.5%
ATL,7-4,13,6.0%,13,6.4%,7,14.3%,7,15.0%,22,7.4%,23,6.8%,18,-1.0%,19,-1.8%
WAS,5-6,14,5.3%,16,2.1%,13,4.9%,13,4.0%,14,-2.9%,15,-0.6%,23,-2.5%,23,-2.5%
GB,5-6,15,4.3%,15,3.1%,12,5.3%,12,4.1%,17,0.2%,16,-0.1%,17,-0.8%,17,-1.1%
DAL,5-6,16,3.1%,14,3.1%,11,6.5%,11,5.5%,25,8.9%,24,8.4%,4,5.5%,6,6.0%
LAC,5-6,17,1.7%,12,6.5%,10,8.8%,9,10.5%,13,-3.8%,9,-6.8%,32,-10.9%,32,-10.8%
HOU,4-7,18,0.8%,18,-3.4%,19,-2.3%,19,-4.0%,11,-5.3%,12,-2.9%,22,-2.2%,21,-2.3%
OAK,5-6,19,-9.0%,20,-8.8%,9,11.4%,8,12.1%,32,21.3%,32,21.0%,13,0.9%,15,0.2%
BUF,6-5,20,-9.8%,23,-14.7%,24,-12.9%,27,-14.5%,18,1.2%,20,5.0%,8,4.4%,8,4.9%
CIN,5-6,21,-10.0%,21,-10.6%,21,-7.1%,20,-4.8%,19,1.6%,19,3.8%,19,-1.2%,20,-2.0%
ARI,5-6,22,-10.7%,19,-6.3%,25,-13.9%,24,-12.0%,8,-9.4%,8,-10.6%,28,-6.2%,27,-4.9%
TEN,7-4,23,-10.9%,22,-12.3%,17,-1.9%,18,-3.4%,27,10.2%,25,9.7%,12,1.1%,12,0.8%
TB,4-7,24,-15.5%,25,-18.5%,15,1.4%,16,-1.1%,28,13.3%,29,13.8%,25,-3.7%,25,-3.7%
NYJ,4-7,25,-19.8%,24,-17.7%,23,-10.2%,22,-8.3%,21,7.0%,21,5.9%,24,-2.7%,24,-3.5%
CHI,3-8,26,-20.9%,26,-19.3%,27,-15.7%,25,-14.2%,16,-0.8%,14,-1.2%,27,-5.9%,29,-6.3%
DEN,3-8,27,-21.2%,28,-25.5%,29,-16.7%,29,-19.6%,12,-4.2%,13,-2.6%,31,-8.7%,31,-8.4%
NYG,2-9,28,-25.8%,29,-26.3%,22,-7.9%,23,-8.8%,26,10.1%,26,9.9%,30,-7.8%,30,-7.6%
SF,1-10,29,-27.5%,31,-27.4%,28,-16.0%,26,-14.4%,29,14.0%,30,15.0%,11,2.5%,10,2.0%
IND,3-8,30,-29.2%,27,-23.2%,32,-24.0%,30,-21.1%,23,8.9%,22,6.5%,9,3.7%,9,4.4%
CLE,0-11,31,-31.3%,30,-26.9%,31,-22.9%,32,-21.6%,20,2.2%,17,0.0%,29,-6.2%,28,-5.3%
MIA,4-7,32,-37.9%,32,-39.7%,30,-21.6%,31,-21.6%,31,16.5%,31,18.5%,14,0.2%,13,0.3%
