Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
LAR,10-4,1,38.2%,1,42.2%,6,15.0%,5,17.7%,5,-13.9%,5,-13.7%,2,9.3%,2,10.7%
NO,10-4,2,34.9%,2,37.0%,2,24.2%,2,24.9%,6,-12.0%,6,-12.9%,20,-1.2%,18,-0.7%
MIN,11-3,3,27.5%,5,28.6%,7,12.3%,6,12.3%,3,-15.2%,4,-16.5%,16,-0.1%,17,-0.2%
PHI,12-2,4,27.2%,3,29.6%,4,15.9%,4,18.0%,7,-9.6%,7,-11.2%,12,1.7%,16,0.4%
BAL,8-6,5,23.3%,4,28.7%,20,-5.2%,18,-0.3%,2,-19.0%,3,-17.7%,1,9.5%,1,11.3%
PIT,11-3,6,22.3%,8,20.1%,3,17.9%,3,18.8%,12,-3.6%,14,1.0%,15,0.9%,11,2.3%
JAX,10-4,7,21.9%,7,22.7%,15,3.1%,16,2.7%,1,-20.0%,1,-18.5%,19,-1.1%,14,1.5%
NE,11-3,8,18.0%,6,23.0%,1,26.0%,1,26.0%,31,13.6%,28,9.8%,4,5.6%,4,6.8%
CAR,10-4,9,16.1%,9,19.0%,13,4.1%,10,8.7%,8,-8.5%,9,-6.3%,7,3.6%,8,4.0%
KC,8-6,10,13.6%,12,7.2%,5,15.7%,7,10.8%,24,7.6%,27,9.3%,5,5.4%,5,5.8%
DAL,8-6,11,10.4%,10,10.4%,11,7.2%,13,5.3%,18,3.2%,15,1.9%,3,6.4%,3,7.0%
DET,8-6,12,7.2%,14,2.9%,16,3.1%,12,5.3%,16,0.8%,20,6.7%,6,4.9%,6,4.2%
LAC,7-7,13,4.1%,11,10.1%,9,8.0%,9,10.1%,10,-4.3%,8,-6.7%,31,-8.2%,30,-6.8%
ATL,9-5,14,3.5%,13,4.1%,8,10.4%,8,10.2%,22,5.3%,18,3.9%,21,-1.5%,21,-2.2%
GB,7-7,15,1.1%,16,-0.5%,12,4.8%,14,4.6%,20,5.1%,21,6.9%,13,1.4%,12,1.8%
SEA,8-6,16,0.4%,15,0.6%,17,1.9%,15,4.2%,13,-1.9%,12,-1.4%,23,-3.5%,29,-5.0%
WAS,6-8,17,-2.4%,18,-7.8%,18,-2.1%,19,-5.0%,11,-3.9%,11,-1.7%,27,-4.3%,26,-4.4%
OAK,6-8,18,-8.1%,19,-7.8%,10,7.5%,11,5.6%,32,14.9%,31,11.6%,17,-0.7%,20,-1.8%
BUF,8-6,19,-9.3%,25,-16.3%,26,-13.7%,28,-17.7%,15,-1.0%,16,2.3%,8,3.4%,9,3.7%
TEN,8-6,20,-10.3%,20,-13.0%,19,-2.4%,20,-5.0%,25,9.0%,25,8.9%,14,1.1%,15,0.8%
ARI,6-8,21,-10.8%,17,-5.1%,29,-19.0%,31,-18.5%,4,-14.4%,2,-18.0%,29,-6.2%,27,-4.6%
TB,4-10,22,-12.6%,21,-14.2%,14,3.5%,17,1.9%,30,12.4%,32,12.0%,24,-3.7%,25,-4.1%
HOU,4-10,23,-13.4%,29,-23.2%,22,-7.7%,25,-11.0%,17,1.7%,22,7.3%,26,-4.1%,28,-4.9%
CHI,4-10,24,-18.2%,23,-16.1%,27,-15.8%,26,-13.2%,14,-1.5%,13,0.2%,25,-3.9%,22,-2.7%
NYJ,5-9,25,-18.7%,22,-15.3%,23,-9.1%,21,-6.4%,23,6.6%,19,4.8%,22,-3.0%,24,-4.1%
CIN,5-9,26,-18.9%,26,-18.4%,25,-12.8%,24,-8.5%,21,5.2%,24,8.5%,18,-0.8%,19,-1.4%
SF,4-10,27,-20.2%,24,-16.3%,24,-11.1%,22,-7.1%,29,11.4%,29,11.0%,11,2.3%,13,1.7%
MIA,6-8,28,-23.1%,27,-21.0%,28,-16.7%,27,-16.0%,26,9.4%,26,9.2%,9,3.0%,6,4.2%
DEN,5-9,29,-23.5%,32,-30.3%,30,-21.0%,32,-26.5%,9,-6.7%,10,-5.1%,32,-9.2%,32,-8.9%
NYG,2-12,30,-26.4%,31,-25.5%,21,-7.5%,23,-7.2%,28,11.4%,30,11.5%,30,-7.4%,31,-6.9%
IND,3-11,31,-29.3%,28,-23.2%,32,-22.2%,30,-18.4%,27,9.8%,23,8.1%,10,2.8%,10,3.4%
CLE,0-14,32,-30.2%,30,-25.1%,31,-21.6%,29,-17.8%,19,3.8%,17,3.8%,28,-4.8%,23,-3.6%
