Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,8-0,1,40.2%,1,39.5%,1,25.5%,2,23.6%,8,-7.9%,8,-8.9%,1,6.9%,1,7.0%
ARI,6-2,2,38.4%,2,35.2%,3,19.9%,3,18.3%,3,-20.0%,3,-19.5%,16,-1.4%,20,-2.5%
CIN,8-0,3,30.4%,3,28.8%,2,24.8%,1,24.1%,10,-2.9%,11,-1.2%,9,2.6%,8,3.5%
CAR,8-0,4,19.1%,4,20.4%,10,6.0%,10,7.3%,4,-19.0%,4,-18.3%,28,-5.9%,28,-5.2%
NYJ,5-3,5,18.9%,5,17.9%,11,5.3%,11,5.9%,5,-17.1%,6,-15.4%,25,-3.5%,24,-3.4%
GB,6-2,6,15.8%,10,13.1%,5,14.7%,6,12.2%,12,-0.8%,12,-0.8%,13,0.3%,14,0.0%
PIT,5-4,7,15.3%,9,14.4%,4,16.6%,5,14.0%,11,-1.3%,9,-2.5%,21,-2.6%,18,-2.1%
DEN,7-1,8,15.2%,6,16.0%,31,-17.8%,28,-15.3%,1,-29.0%,1,-27.6%,6,4.0%,7,3.7%
SEA,4-4,9,13.8%,7,15.8%,15,-0.6%,14,-0.1%,7,-8.5%,7,-10.4%,3,5.8%,4,5.6%
PHI,4-4,10,11.1%,8,14.7%,22,-4.7%,19,-3.0%,6,-16.4%,5,-17.4%,15,-0.6%,13,0.3%
KC,3-5,11,10.1%,11,12.6%,9,8.0%,9,9.1%,16,2.2%,15,1.1%,5,4.4%,5,4.6%
OAK,4-4,12,8.4%,12,11.9%,6,12.6%,4,15.2%,22,5.6%,20,4.2%,10,1.3%,12,1.0%
BUF,4-4,13,7.2%,14,6.0%,8,10.0%,8,9.3%,20,4.1%,21,4.3%,11,1.3%,11,1.0%
STL,4-4,14,6.3%,13,6.4%,28,-15.1%,29,-16.1%,2,-21.4%,2,-22.7%,14,0.0%,15,-0.2%
ATL,6-3,15,-1.1%,16,-2.9%,14,1.4%,15,-0.4%,13,0.1%,13,0.0%,19,-2.4%,21,-2.5%
NYG,5-4,16,-1.4%,15,-1.2%,16,-2.2%,16,-1.7%,21,5.4%,23,5.7%,2,6.3%,2,6.2%
BAL,2-6,17,-6.5%,18,-7.3%,18,-2.6%,18,-2.3%,25,9.6%,28,10.9%,4,5.6%,3,5.9%
DAL,2-6,18,-8.2%,21,-9.9%,19,-3.5%,22,-3.8%,18,2.4%,19,3.8%,18,-2.3%,19,-2.3%
IND,4-5,19,-8.4%,17,-6.9%,20,-3.6%,20,-3.1%,19,2.9%,17,2.5%,17,-2.0%,16,-1.3%
NO,4-5,20,-9.1%,19,-7.8%,7,10.7%,7,12.1%,31,15.5%,31,15.8%,27,-4.3%,27,-4.1%
WAS,3-5,21,-10.6%,23,-11.1%,21,-4.2%,24,-5.0%,24,7.0%,24,7.7%,12,0.6%,10,1.6%
JAX,2-6,22,-11.3%,24,-11.9%,17,-2.5%,17,-2.2%,17,2.4%,18,3.6%,29,-6.4%,29,-6.2%
MIA,3-5,23,-11.7%,22,-10.8%,13,2.7%,12,4.3%,29,11.9%,29,12.0%,20,-2.5%,22,-3.0%
TB,3-5,24,-12.9%,20,-8.5%,24,-8.5%,21,-3.7%,15,1.4%,16,1.2%,24,-3.1%,26,-3.6%
TEN,2-6,25,-15.2%,26,-17.7%,29,-16.7%,31,-18.6%,9,-4.2%,10,-2.4%,22,-2.7%,17,-1.5%
MIN,6-2,26,-16.1%,25,-13.2%,26,-12.4%,26,-12.3%,23,6.7%,22,4.7%,8,3.1%,6,3.7%
SD,2-7,27,-19.1%,27,-19.3%,12,3.5%,13,3.7%,32,15.7%,32,16.5%,30,-6.9%,30,-6.4%
CLE,2-7,28,-19.7%,28,-19.6%,25,-12.1%,25,-11.8%,27,11.2%,27,10.6%,7,3.6%,9,2.8%
HOU,3-5,29,-21.7%,29,-20.7%,27,-13.0%,27,-13.0%,14,1.4%,14,1.1%,31,-7.3%,31,-6.6%
CHI,3-5,30,-24.8%,30,-22.7%,23,-4.9%,23,-4.5%,28,11.5%,25,9.7%,32,-8.4%,32,-8.4%
DET,1-7,31,-30.4%,31,-30.9%,30,-17.0%,30,-17.3%,26,10.5%,26,10.5%,23,-2.9%,23,-3.2%
SF,3-6,32,-39.1%,32,-39.9%,32,-20.2%,32,-21.8%,30,14.9%,30,14.6%,26,-4.0%,25,-3.6%
